quiz_id,user_id,score,guessed_words,ended_at,created_at,id
96a3dab8-d132-4da3-a76a-1ac6f2459208,2,0,[],1773618377101,1773618376041,139
2420e6e0-5e2f-4dab-998c-a50b382c89cf,2,0,[],1773618376004,1773618375145,138
639747b9-eede-42c2-ae07-76c1976dc770,2,0,[],1773618375106,1773618374229,137
cf9239ba-57da-4678-bd9f-b3fb3a78ac60,2,0,[],1773618374189,1773618373328,136
612ccc23-eb6b-4f0d-9fa1-b5aaaf5fc8b2,2,0,[],1773618373290,1773618372411,135
1280ed20-2028-4c01-a6f3-0937a817adcd,2,0,[],1773618372375,1773618371584,134
f71464ff-4f28-4ff0-a124-8048ce77f6c7,2,0,[],1773618371549,1773618370599,133
612ccc23-eb6b-4f0d-9fa1-b5aaaf5fc8b2,2,0,[],1773618370560,1773618369622,132
1280ed20-2028-4c01-a6f3-0937a817adcd,2,0,[],1773618369580,1773618368739,131
0dabae83-9f6b-4103-8a6f-e1782f088964,2,0,[],1773618368701,1773618367872,130
aacb0878-720a-4780-9606-aed58b729b2e,2,0,[],1773618367835,1773618367093,129
09a4b28e-1a01-4cc4-9c0f-984c35179ea9,2,0,[],1773618367054,1773618366208,128
0dabae83-9f6b-4103-8a6f-e1782f088964,2,0,[],1773618366170,1773618365255,127
09a4b28e-1a01-4cc4-9c0f-984c35179ea9,2,0,[],1773618365220,1773618364125,126
f71464ff-4f28-4ff0-a124-8048ce77f6c7,2,0,[],1773618364090,1773618362747,125
5d504405-ea8e-41b9-a007-0b6f17c7f08b,2,0,[],1773618362707,1773618361662,124
aacb0878-720a-4780-9606-aed58b729b2e,2,0,[],1773618361626,1773618360751,123
5d504405-ea8e-41b9-a007-0b6f17c7f08b,2,0,[],1773618360711,1773618359413,122
96a3dab8-d132-4da3-a76a-1ac6f2459208,2,0,[],1773618359379,1773618358686,121
3556a812-5f08-4313-9f79-8994aed00d5c,2,0,[],1773618358648,1773618357723,120
81e320a6-5992-40ee-8331-73d053cae50b,2,0,[],1773618357683,1773618356624,119
