participant_code,user_id,session_id,quiz_id,session_start_ms,session_start_readable,session_end_ms,session_end_readable,final_score,guess_order,guess_time_ms,guess_time_readable,guessed_word,part_of_speech,correct,score_before_guess,score_after_guess
284c6469-7075-40bf-9ce6-d002c339670b,21,316,7ca06908-1bd4-4410-a6de-6fa6cbbc8864,1775585743589,Tue Apr 07 2026 18:15:43 GMT+0200 (heure d’été d’Europe centrale),1775585766937,Tue Apr 07 2026 18:16:06 GMT+0200 (heure d’été d’Europe centrale),400,5,1775585766242,Tue Apr 07 2026 18:16:06 GMT+0200 (heure d’été d’Europe centrale),iran,5555,true,300,400
284c6469-7075-40bf-9ce6-d002c339670b,21,316,7ca06908-1bd4-4410-a6de-6fa6cbbc8864,1775585743589,Tue Apr 07 2026 18:15:43 GMT+0200 (heure d’été d’Europe centrale),1775585766937,Tue Apr 07 2026 18:16:06 GMT+0200 (heure d’été d’Europe centrale),400,4,1775585763365,Tue Apr 07 2026 18:16:03 GMT+0200 (heure d’été d’Europe centrale),spoke,6666,true,200,300
284c6469-7075-40bf-9ce6-d002c339670b,21,316,7ca06908-1bd4-4410-a6de-6fa6cbbc8864,1775585743589,Tue Apr 07 2026 18:15:43 GMT+0200 (heure d’été d’Europe centrale),1775585766937,Tue Apr 07 2026 18:16:06 GMT+0200 (heure d’été d’Europe centrale),400,3,1775585758645,Tue Apr 07 2026 18:15:58 GMT+0200 (heure d’été d’Europe centrale),turbulent,1111,false,200,200
284c6469-7075-40bf-9ce6-d002c339670b,21,316,7ca06908-1bd4-4410-a6de-6fa6cbbc8864,1775585743589,Tue Apr 07 2026 18:15:43 GMT+0200 (heure d’été d’Europe centrale),1775585766937,Tue Apr 07 2026 18:16:06 GMT+0200 (heure d’été d’Europe centrale),400,2,1775585752546,Tue Apr 07 2026 18:15:52 GMT+0200 (heure d’été d’Europe centrale),policy,3333,true,100,200
284c6469-7075-40bf-9ce6-d002c339670b,21,316,7ca06908-1bd4-4410-a6de-6fa6cbbc8864,1775585743589,Tue Apr 07 2026 18:15:43 GMT+0200 (heure d’été d’Europe centrale),1775585766937,Tue Apr 07 2026 18:16:06 GMT+0200 (heure d’été d’Europe centrale),400,1,1775585746824,Tue Apr 07 2026 18:15:46 GMT+0200 (heure d’été d’Europe centrale),in,2222,true,0,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,12,1775585705691,Tue Apr 07 2026 18:15:05 GMT+0200 (heure d’été d’Europe centrale),iran,5555,true,100,200
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,11,1775585702712,Tue Apr 07 2026 18:15:02 GMT+0200 (heure d’été d’Europe centrale),fresh,6666,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,10,1775585697741,Tue Apr 07 2026 18:14:57 GMT+0200 (heure d’été d’Europe centrale),new,6666,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,9,1775585695239,Tue Apr 07 2026 18:14:55 GMT+0200 (heure d’été d’Europe centrale),different,6666,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,8,1775585692454,Tue Apr 07 2026 18:14:52 GMT+0200 (heure d’été d’Europe centrale),distinct,6666,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,7,1775585689977,Tue Apr 07 2026 18:14:49 GMT+0200 (heure d’été d’Europe centrale),types,6666,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,6,1775585686732,Tue Apr 07 2026 18:14:46 GMT+0200 (heure d’été d’Europe centrale),earliest,1111,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,5,1775585684150,Tue Apr 07 2026 18:14:44 GMT+0200 (heure d’été d’Europe centrale),early,1111,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,4,1775585680550,Tue Apr 07 2026 18:14:40 GMT+0200 (heure d’été d’Europe centrale),second,1111,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,3,1775585678179,Tue Apr 07 2026 18:14:38 GMT+0200 (heure d’été d’Europe centrale),opening,1111,false,100,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,2,1775585668205,Tue Apr 07 2026 18:14:28 GMT+0200 (heure d’été d’Europe centrale),their,2222,true,0,100
6a5a2938-bb01-4ed0-a69c-24c19a057866,1,315,81e320a6-5992-40ee-8331-73d053cae50b,1775585660435,Tue Apr 07 2026 18:14:20 GMT+0200 (heure d’été d’Europe centrale),1775585706428,Tue Apr 07 2026 18:15:06 GMT+0200 (heure d’été d’Europe centrale),200,1,1775585663329,Tue Apr 07 2026 18:14:23 GMT+0200 (heure d’été d’Europe centrale),an,2222,false,0,0
e104fced-490c-44ab-b76a-8adf237e35f6,20,314,aacb0878-720a-4780-9606-aed58b729b2e,1775583768167,Tue Apr 07 2026 17:42:48 GMT+0200 (heure d’été d’Europe centrale),1775583798311,Tue Apr 07 2026 17:43:18 GMT+0200 (heure d’été d’Europe centrale),400,7,1775583796677,Tue Apr 07 2026 17:43:16 GMT+0200 (heure d’été d’Europe centrale),in,2222,true,300,400
e104fced-490c-44ab-b76a-8adf237e35f6,20,314,aacb0878-720a-4780-9606-aed58b729b2e,1775583768167,Tue Apr 07 2026 17:42:48 GMT+0200 (heure d’été d’Europe centrale),1775583798311,Tue Apr 07 2026 17:43:18 GMT+0200 (heure d’été d’Europe centrale),400,6,1775583795536,Tue Apr 07 2026 17:43:15 GMT+0200 (heure d’été d’Europe centrale),un,2222,false,300,300
e104fced-490c-44ab-b76a-8adf237e35f6,20,314,aacb0878-720a-4780-9606-aed58b729b2e,1775583768167,Tue Apr 07 2026 17:42:48 GMT+0200 (heure d’été d’Europe centrale),1775583798311,Tue Apr 07 2026 17:43:18 GMT+0200 (heure d’été d’Europe centrale),400,5,1775583791664,Tue Apr 07 2026 17:43:11 GMT+0200 (heure d’été d’Europe centrale),state,1111,false,300,300
e104fced-490c-44ab-b76a-8adf237e35f6,20,314,aacb0878-720a-4780-9606-aed58b729b2e,1775583768167,Tue Apr 07 2026 17:42:48 GMT+0200 (heure d’été d’Europe centrale),1775583798311,Tue Apr 07 2026 17:43:18 GMT+0200 (heure d’été d’Europe centrale),400,4,1775583789982,Tue Apr 07 2026 17:43:09 GMT+0200 (heure d’été d’Europe centrale),bolivian,1111,false,300,300
e104fced-490c-44ab-b76a-8adf237e35f6,20,314,aacb0878-720a-4780-9606-aed58b729b2e,1775583768167,Tue Apr 07 2026 17:42:48 GMT+0200 (heure d’été d’Europe centrale),1775583798311,Tue Apr 07 2026 17:43:18 GMT+0200 (heure d’été d’Europe centrale),400,3,1775583784148,Tue Apr 07 2026 17:43:04 GMT+0200 (heure d’été d’Europe centrale),arrested,6666,true,200,300
e104fced-490c-44ab-b76a-8adf237e35f6,20,314,aacb0878-720a-4780-9606-aed58b729b2e,1775583768167,Tue Apr 07 2026 17:42:48 GMT+0200 (heure d’été d’Europe centrale),1775583798311,Tue Apr 07 2026 17:43:18 GMT+0200 (heure d’été d’Europe centrale),400,2,1775583779941,Tue Apr 07 2026 17:42:59 GMT+0200 (heure d’été d’Europe centrale),one,4444,true,100,200
e104fced-490c-44ab-b76a-8adf237e35f6,20,314,aacb0878-720a-4780-9606-aed58b729b2e,1775583768167,Tue Apr 07 2026 17:42:48 GMT+0200 (heure d’été d’Europe centrale),1775583798311,Tue Apr 07 2026 17:43:18 GMT+0200 (heure d’été d’Europe centrale),400,1,1775583774298,Tue Apr 07 2026 17:42:54 GMT+0200 (heure d’été d’Europe centrale),tonnes,3333,true,0,100
